OrderNumber,OrderQty,UnitPrice,OrderLineNumber,Sales,OrderDate,Status,QTR_ID,Month_ID,Year,ProductLine,CustomerName,City,State,Country,Region,Revenue
10405,97,93.28,5,9048.16,2005-04-14,Shipped,2,4,2005,Classic Cars,Mini Caravy,Strasbourg,Strasbourg,France,EMEA,9048.16
10425,11,43.83,6,482.13,2005-05-31,In Process,2,5,2005,Trucks and Buses,La Rochelle Gifts,Nantes,Nantes,France,EMEA,482.13
10344,20,35.18,6,703.60,2004-11-25,Shipped,4,11,2004,Vintage Cars,Marseille Mini Autos,Marseille,Marseille,France,EMEA,703.60
10220,20,52.82,6,1056.40,2004-02-12,Shipped,1,2,2004,Trains,Clover Collections,Dublin,Dublin,Ireland,EMEA,1056.40
10244,20,58.22,6,1164.40,2004-04-29,Shipped,2,4,2004,Vintage Cars,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,1164.40
10310,20,91.63,6,1832.60,2004-10-16,Shipped,4,10,2004,Classic Cars,Toms Spezialitten,Koln,Koln,Germany,EMEA,1832.60
10203,20,100.00,6,2254.80,2003-12-02,Shipped,4,12,2003,Classic Cars,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,2000.00
10141,21,42.43,6,891.03,2003-08-01,Shipped,3,8,2003,Classic Cars,Suominen Souveniers,Uusimaa,Espoo,Finland,EMEA,891.03
10214,21,62.96,6,1322.16,2004-01-26,Shipped,1,1,2004,Vintage Cars,Corrida Auto Replicas,Madrid,\N,Spain,EMEA,1322.16
10280,21,78.89,6,1656.69,2004-08-17,Shipped,3,8,2004,Vintage Cars,Amica Models & Co.,Torino,\N,Italy,EMEA,1656.69
10337,21,100.00,6,2296.77,2004-11-21,Shipped,4,11,2004,Trains,Classic Legends Inc.,NYC,NY,USA,NA,2100.00
10266,21,100.00,6,2526.51,2004-07-06,Shipped,3,7,2004,Classic Cars,L'ordine Souveniers,Reggio Emilia,\N,Italy,EMEA,2100.00
10309,21,100.00,6,2650.62,2004-10-15,Shipped,4,10,2004,Motorcycles,Baane Mini Imports,Stavern,\N,Norway,EMEA,2100.00
10225,21,100.00,6,2684.43,2004-02-22,Shipped,1,2,2004,Classic Cars,Vida Sport,Gensve,Gensve,Switzerland,EMEA,2100.00
10124,21,100.00,6,2856.00,2003-05-21,Shipped,2,5,2003,Vintage Cars,Signal Gift Stores,Las Vegas,NV,USA,NA,2100.00
10347,21,100.00,6,4815.30,2004-11-29,Shipped,4,11,2004,Vintage Cars,Australian Collectors,Melbourne,Victoria,Australia,APAC,2100.00
10386,22,57.55,6,1266.10,2005-03-01,Resolved,1,3,2005,Vintage Cars,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,1266.10
10176,22,64.00,6,1408.00,2003-11-06,Shipped,4,11,2003,Trains,L'ordine Souveniers,Reggio Emilia,\N,Italy,EMEA,1408.00
10356,22,72.41,6,1593.02,2004-12-09,Shipped,4,12,2004,Vintage Cars,Lyon Souveniers,Paris,\N,France,EMEA,1593.02
10300,22,76.61,6,1685.42,2003-10-04,Shipped,4,10,2003,Classic Cars,Blauer See Auto,Frankfurt,Frankfurt,Germany,EMEA,1685.42
10153,22,83.38,6,1834.36,2003-09-28,Shipped,3,9,2003,Vintage Cars,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,1834.36
10211,22,92.16,6,2027.52,2004-01-15,Shipped,1,1,2004,Classic Cars,Auto Canal Petit,Paris,Paris,France,EMEA,2027.52
10293,22,100.00,6,2418.24,2004-09-09,Shipped,3,9,2004,Trains,Amica Models & Co.,Torino,\N,Italy,EMEA,2200.00
10120,22,100.00,6,2461.36,2003-04-29,Shipped,2,4,2003,Motorcycles,Australian Collectors,Melbourne,Victoria,Australia,APAC,2200.00
10232,22,100.00,6,3606.02,2004-03-20,Shipped,1,3,2004,Vintage Cars,giftsbymail.co.uk,Cowes,Isle of Wight,UK,EMEA,2200.00
10159,23,67.10,6,1543.30,2003-10-10,Shipped,4,10,2003,Classic Cars,Corporate Gift Ideas Co.,San Francisco,CA,USA,NA,1543.30
10155,23,72.62,6,1670.26,2003-10-06,Shipped,4,10,2003,Planes,Toys of Finland,Helsinki,Helsinki,Finland,EMEA,1670.26
10316,23,100.00,6,2706.41,2004-11-01,Shipped,4,11,2004,Planes,giftsbymail.co.uk,Cowes,Isle of Wight,UK,EMEA,2300.00
10413,24,49.71,6,1193.04,2005-05-05,Shipped,2,5,2005,Trains,Gift Depot Inc.,Bridgewater,CT,USA,NA,1193.04
10284,24,83.12,6,1994.88,2004-08-21,Shipped,3,8,2004,Planes,Norway Gifts By Mail,Oslo,\N,Norway,EMEA,1994.88
10169,24,94.58,6,2269.92,2003-11-04,Shipped,4,11,2003,Classic Cars,Anna's Decorations,Sydney,North Sydney,Australia,APAC,2269.92
10329,24,100.00,6,3542.64,2004-11-15,Shipped,4,11,2004,Motorcycles,Land of Toys Inc.,NYC,NY,USA,NA,2400.00
10196,24,100.00,6,3807.12,2003-11-26,Shipped,4,11,2003,Classic Cars,Super Scale Inc.,New Haven,CT,USA,NA,2400.00
10148,25,60.26,6,1506.50,2003-09-11,Shipped,3,9,2003,Classic Cars,Anna's Decorations,Sydney,North Sydney,Australia,APAC,1506.50
10389,25,72.38,6,1809.50,2005-03-03,Shipped,1,3,2005,Classic Cars,Scandinavian Gift Ideas,Boras,\N,Sweden,EMEA,1809.50
10327,25,100.00,6,2804.75,2004-11-10,Resolved,4,11,2004,Planes,Danish Wholesale Imports,Kobenhavn,\N,Denmark,EMEA,2500.00
10210,25,100.00,6,2818.00,2004-01-12,Shipped,1,1,2004,Planes,Osaka Souveniers Co.,Osaka,\N,Japan,APAC,2500.00
10283,25,100.00,6,2992.00,2004-08-20,Shipped,3,8,2004,Classic Cars,Royal Canadian Collectables,Tsawassen,Tsawassen,Canada,NA,2500.00
10318,26,86.83,6,2257.58,2004-11-02,Shipped,4,11,2004,Motorcycles,Diecast Classics Inc.,Allentown,PA,USA,NA,2257.58
10311,26,87.45,6,2273.70,2004-10-16,Shipped,4,10,2004,Classic Cars,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,2273.70
10194,26,89.01,6,2314.26,2003-11-25,Shipped,4,11,2003,Classic Cars,Saveley & Henriot,Lyon,\N,France,EMEA,2314.26
10346,26,95.88,6,2492.88,2004-11-29,Shipped,4,11,2004,Classic Cars,Signal Gift Stores,Las Vegas,NV,USA,NA,2492.88
10382,26,100.00,6,2708.42,2005-02-17,Shipped,1,2,2005,Trucks and Buses,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,NA,2600.00
10343,27,36.21,6,977.67,2004-11-24,Shipped,4,11,2004,Classic Cars,Reims Collectables,Reims,\N,France,EMEA,977.67
10135,27,66.13,6,1785.51,2003-07-02,Shipped,3,7,2003,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,NA,1785.51
10198,27,71.67,6,1935.09,2003-11-27,Shipped,4,11,2003,Vintage Cars,Cruz & Sons Co.,Makati City,\N,Philippines,APAC,1935.09
10178,27,73.64,6,1988.28,2003-11-08,Shipped,4,11,2003,Vintage Cars,Alpha Cognac,Toulouse,\N,France,EMEA,1988.28
10339,27,76.31,6,2060.37,2004-11-23,Shipped,4,11,2004,Planes,Tokyo Collectables,Tokyo,Minato-ku,Japan,APAC,2060.37
10313,27,87.64,6,2366.28,2004-10-22,Shipped,4,10,2004,Trucks and Buses,Canadian Gift Exchange Network,Vancouver,BC,Canada,NA,2366.28
10273,27,100.00,6,2796.12,2004-07-21,Shipped,3,7,2004,Vintage Cars,Petit Auto,Bruxelles,\N,Belgium,EMEA,2700.00
10282,27,100.00,6,4364.82,2004-08-20,Shipped,3,8,2004,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,NA,2700.00
10369,28,44.21,6,1237.88,2005-01-20,Shipped,1,1,2005,Vintage Cars,Collectables For Less Inc.,Brickhaven,MA,USA,NA,1237.88
10119,28,48.17,6,1348.76,2003-04-28,Shipped,2,4,2003,Planes,Salzburg Collectables,Salzburg,\N,Austria,EMEA,1348.76
10185,28,64.43,6,1804.04,2003-11-14,Shipped,4,11,2003,Ships,Mini Creations Ltd.,New Bedford,MA,USA,NA,1804.04
10143,28,66.19,6,1853.32,2003-08-10,Shipped,3,8,2003,Planes,Mini Creations Ltd.,New Bedford,MA,USA,NA,1853.32
10209,28,100.00,6,2817.92,2004-01-09,Shipped,1,1,2004,Ships,Men 'R' US Retailers,Los Angeles,Los Angeles,USA,NA,2800.00
10175,28,100.00,6,2969.96,2003-11-06,Shipped,4,11,2003,Trucks and Buses,Stylish Desk Decors,London,London,UK,EMEA,2800.00
10291,28,100.00,6,3256.96,2004-09-08,Shipped,3,9,2004,Classic Cars,Scandinavian Gift Ideas,Boras,\N,Sweden,EMEA,2800.00
10165,28,100.00,6,3337.60,2003-10-22,Shipped,4,10,2003,Classic Cars,Dragon Souveniers,Singapore,\N,Singapore,APAC,2800.00
10270,28,100.00,6,4094.72,2004-07-19,Shipped,3,7,2004,Trucks and Buses,Souveniers And Things Co.,Sydney,Chatswood,Australia,APAC,2800.00
10109,29,32.10,6,930.90,2003-03-10,Shipped,1,3,2003,Classic Cars,Motor Mint Distributors Inc.,Philadelphia,PA,USA,NA,930.90
10370,29,57.53,6,1668.37,2005-01-20,Shipped,1,1,2005,Trucks and Buses,Anna's Decorations,Sydney,North Sydney,Australia,APAC,1668.37
10131,29,59.18,6,1716.22,2003-06-16,Shipped,2,6,2003,Vintage Cars,Gift Ideas Corp.,Glendale,CT,USA,NA,1716.22
10251,29,61.18,6,1774.22,2004-05-18,Shipped,2,5,2004,Motorcycles,Tekni Collectables Inc.,Newark,NJ,USA,NA,1774.22
10127,29,70.84,6,2054.36,2003-06-03,Shipped,2,6,2003,Trains,Muscle Machine Inc,NYC,NY,USA,NA,2054.36
10107,29,70.87,6,2055.23,2003-02-24,Shipped,1,2,2003,Motorcycles,Land of Toys Inc.,NYC,NY,USA,NA,2055.23
10168,29,75.41,6,2186.89,2003-10-28,Shipped,4,10,2003,Motorcycles,Technics Stores Inc.,Burlingame,CA,USA,NA,2186.89
10340,29,100.00,6,4094.51,2004-11-24,Shipped,4,11,2004,Planes,Enaco Distributors,Barcelona,Barcelona,Spain,EMEA,2900.00
10348,29,100.00,6,7110.80,2004-11-01,Shipped,4,11,2004,Vintage Cars,Corrida Auto Replicas,Madrid,\N,Spain,EMEA,2900.00
10412,30,36.07,6,1082.10,2005-05-03,Shipped,2,5,2005,Classic Cars,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,1082.10
10150,30,42.76,6,1282.80,2003-09-19,Shipped,3,9,2003,Vintage Cars,Dragon Souveniers,Singapore,\N,Singapore,APAC,1282.80
10134,30,61.78,6,1853.40,2003-07-01,Shipped,3,7,2003,Motorcycles,Lyon Souveniers,Paris,\N,France,EMEA,1853.40
10201,30,64.81,6,1944.30,2003-12-01,Shipped,4,12,2003,Motorcycles,Mini Wheels Co.,San Francisco,CA,USA,NA,1944.30
10147,30,68.58,6,2057.40,2003-09-05,Shipped,3,9,2003,Classic Cars,Collectables For Less Inc.,Brickhaven,MA,USA,NA,2057.40
10161,30,100.00,6,3148.20,2003-10-17,Shipped,4,10,2003,Classic Cars,Heintze Collectables,Aaarhus,\N,Denmark,EMEA,3000.00
10215,31,58.71,6,1820.01,2004-01-29,Shipped,1,1,2004,Vintage Cars,West Coast Collectables Co.,Burbank,CA,USA,NA,1820.01
10217,31,88.00,6,2728.00,2004-02-04,Shipped,1,2,2004,Classic Cars,Handji Gifts& Co,Singapore,\N,Singapore,APAC,2728.00
10250,31,88.63,6,2747.53,2004-05-11,Shipped,2,5,2004,Planes,The Sharp Gifts Warehouse,San Jose,CA,USA,NA,2747.53
10308,31,100.00,6,4009.23,2004-10-15,Shipped,4,10,2004,Planes,Mini Classics,White Plains,NY,USA,NA,3100.00
10391,32,45.25,6,1448.00,2005-03-09,Shipped,1,3,2005,Vintage Cars,Anna's Decorations,Sydney,North Sydney,Australia,APAC,1448.00
10110,32,50.25,6,1608.00,2003-03-18,Shipped,1,3,2003,Vintage Cars,AV Stores,Manchester,Manchester,UK,EMEA,1608.00
10296,32,71.65,6,2292.80,2004-09-15,Shipped,3,9,2004,Planes,Bavarian Collectables Imports,Munich,Munich,Germany,EMEA,2292.80
10341,32,100.00,6,3307.20,2004-11-24,Shipped,4,11,2004,Motorcycles,Salzburg Collectables,Salzburg,\N,Austria,EMEA,3200.00
10371,32,100.00,6,3560.64,2005-01-23,Shipped,1,1,2005,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,NA,3200.00
10326,32,100.00,6,3807.68,2004-11-09,Shipped,4,11,2004,Trains,Volvo Model Replicas,Lule,Lule,Sweden,EMEA,3200.00
10297,32,100.00,6,4061.76,2004-09-16,Shipped,3,9,2004,Planes,Clover Collections,Dublin,Dublin,Ireland,EMEA,3200.00
10237,32,100.00,6,4193.28,2004-04-05,Shipped,2,4,2004,Motorcycles,Vitachrome Inc.,NYC,NY,USA,NA,3200.00
10258,32,100.00,6,7680.64,2004-06-15,Shipped,2,6,2004,Classic Cars,Tokyo Collectables Ltd,Tokyo,Minato-ku,Japan,APAC,3200.00
10262,33,90.75,6,2994.75,2004-06-24,Cancelled,2,6,2004,Planes,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,2994.75
10333,33,99.21,6,3273.93,2004-11-18,Shipped,4,11,2004,Trucks and Buses,Mini Wheels Co.,San Francisco,CA,USA,NA,3273.93
10111,33,99.66,6,3288.78,2003-03-25,Shipped,1,3,2003,Vintage Cars,Mini Wheels Co.,San Francisco,CA,USA,NA,3288.78
10142,33,100.00,6,3366.00,2003-08-08,Shipped,3,8,2003,Ships,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,NA,3300.00
10228,33,100.00,6,3406.59,2004-03-10,Shipped,1,3,2004,Vintage Cars,Cambridge Collectables Co.,Cambridge,MA,USA,NA,3300.00
10108,33,100.00,6,5265.15,2003-03-03,Shipped,1,3,2003,Classic Cars,Cruz & Sons Co.,Makati City,\N,Philippines,APAC,3300.00
10263,34,58.75,6,1997.50,2004-06-28,Shipped,2,6,2004,Motorcycles,Gift Depot Inc.,Bridgewater,CT,USA,NA,1997.50
10235,34,77.73,6,2642.82,2004-04-02,Shipped,2,4,2004,Vintage Cars,Royal Canadian Collectables,Tsawassen,Tsawassen,Canada,NA,2642.82
10167,34,100.00,6,3599.58,2003-10-23,Cancelled,4,10,2003,Vintage Cars,Scandinavian Gift Ideas,Boras,\N,Sweden,EMEA,3400.00
10328,34,100.00,6,3815.48,2004-11-12,Shipped,4,11,2004,Vintage Cars,Rovelli Gifts,Bergamo,\N,Italy,EMEA,3400.00
,34,100.00,6,3871.92,2004-12-17,Shipped,4,12,2004,Vintage Cars,Souveniers And Things Co.,Sydney,Chatswood,Australia,APAC,3400.00
10278,34,100.00,6,4667.86,2004-08-06,Shipped,3,8,2004,Classic Cars,Signal Gift Stores,Las Vegas,NV,USA,NA,3400.00
10312,35,53.72,6,1880.20,2004-10-21,Shipped,4,10,2004,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,NA,1880.20
10104,35,55.49,6,1942.15,2003-01-31,Shipped,1,1,2003,Classic Cars,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,1942.15
10306,35,59.51,6,2082.85,2004-10-14,Shipped,4,10,2004,Ships,AV Stores,Manchester,Manchester,UK,EMEA,2082.85
10180,35,72.03,6,2521.05,2003-11-11,Shipped,4,11,2003,Motorcycles,Daedalus Designs Imports,Lille,Lille,France,EMEA,2521.05
10288,35,80.99,6,2834.65,2004-09-01,Shipped,3,9,2004,Vintage Cars,Handji Gifts& Co,Singapore,\N,Singapore,APAC,2834.65
10315,35,100.00,6,4215.05,2004-10-29,Shipped,4,10,2004,Ships,La Rochelle Gifts,Nantes,Nantes,France,EMEA,3500.00
10419,35,100.00,6,5926.90,2005-05-17,Shipped,2,5,2005,Classic Cars,Salzburg Collectables,Salzburg,\N,Austria,EMEA,3500.00
10380,36,37.50,6,1350.00,2005-02-16,Shipped,1,2,2005,Classic Cars,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,1350.00
10287,36,39.65,6,1427.40,2004-08-30,Shipped,3,8,2004,Classic Cars,Vida Sport,Gensve,Gensve,Switzerland,EMEA,1427.40
10252,36,48.28,6,1738.08,2004-05-26,Shipped,2,5,2004,Motorcycles,Auto Canal Petit,Paris,Paris,France,EMEA,1738.08
10230,36,54.33,6,1955.88,2004-03-15,Shipped,1,3,2004,Classic Cars,Blauer See Auto,Frankfurt,Frankfurt,Germany,EMEA,1955.88
10248,36,71.34,6,2568.24,2004-05-07,Cancelled,2,5,2004,Ships,Land of Toys Inc.,NYC,NY,USA,NA,2568.24
10191,36,94.88,6,3415.68,2003-11-20,Shipped,4,11,2003,Classic Cars,Toms Spezialitten,Koln,Koln,Germany,EMEA,3415.68
10140,36,100.00,6,4114.80,2003-07-24,Shipped,3,7,2003,Classic Cars,Technics Stores Inc.,Burlingame,CA,USA,NA,3600.00
10377,36,100.00,6,4352.76,2005-02-09,Shipped,1,2,2005,Classic Cars,Toys of Finland,Helsinki,Helsinki,Finland,EMEA,3600.00
10264,37,65.10,6,2408.70,2004-06-30,Shipped,2,6,2004,Motorcycles,Gifts4AllAges.com,Boston,MA,USA,NA,2408.70
10414,37,71.34,6,2639.58,2005-05-06,On Hold,2,5,2005,Ships,Gifts4AllAges.com,Boston,MA,USA,NA,2639.58
10184,37,100.00,6,4516.22,2003-11-14,Shipped,4,11,2003,Trucks and Buses,Iberia Gift Imports,Sevilla,\N,Spain,EMEA,3700.00
10381,37,100.00,6,6231.54,2005-02-17,Shipped,1,2,2005,Classic Cars,Corporate Gift Ideas Co.,San Francisco,CA,USA,NA,3700.00
10271,38,41.72,6,1585.36,2004-07-20,Shipped,3,7,2004,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,NA,1585.36
10223,38,69.31,6,2633.78,2004-02-20,Shipped,1,2,2004,Motorcycles,Australian Collectors,Melbourne,Victoria,Australia,APAC,2633.78
10276,38,69.96,6,2658.48,2004-08-02,Shipped,3,8,2004,Classic Cars,Online Mini Collectables,Brickhaven,MA,USA,NA,2658.48
10117,38,79.68,6,3027.84,2003-04-16,Shipped,2,4,2003,Ships,Dragon Souveniers,Singapore,\N,Singapore,APAC,3027.84
10374,38,100.00,6,4197.10,2005-02-02,Shipped,1,2,2005,Motorcycles,Australian Gift Network,Brisbane,South Brisbane,Australia,APAC,3800.00
10162,38,100.00,6,4299.70,2003-10-18,Shipped,4,10,2003,Vintage Cars,Corporate Gift Ideas Co.,San Francisco,CA,USA,NA,3800.00
10212,38,100.00,6,4492.36,2004-01-16,Shipped,1,1,2004,Classic Cars,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,3800.00
10245,38,100.00,6,5920.40,2004-05-04,Shipped,2,5,2004,Trucks and Buses,Super Scale Inc.,New Haven,CT,USA,NA,3800.00
10324,38,100.00,6,6832.02,2004-11-05,Shipped,4,11,2004,Vintage Cars,Vitachrome Inc.,NYC,NY,USA,NA,3800.00
10182,39,36.84,6,1436.76,2003-11-12,Shipped,4,11,2003,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,NA,1436.76
10106,39,40.15,6,1565.85,2003-02-17,Shipped,1,2,2003,Vintage Cars,Rovelli Gifts,Bergamo,\N,Italy,EMEA,1565.85
10105,39,81.14,6,3164.46,2003-02-11,Shipped,1,2,2003,Ships,Danish Wholesale Imports,Kobenhavn,\N,Denmark,EMEA,3164.46
10301,39,100.00,6,6446.70,2003-10-05,Shipped,4,10,2003,Classic Cars,Norway Gifts By Mail,Oslo,\N,Norway,EMEA,3900.00
10259,40,43.83,6,1753.20,2004-06-15,Shipped,2,6,2004,Trucks and Buses,Handji Gifts& Co,Singapore,\N,Singapore,APAC,1753.20
10183,40,49.30,6,1972.00,2003-11-13,Shipped,4,11,2003,Vintage Cars,Classic Gift Ideas,Philadelphia,Philadelphia,USA,NA,1972.00
10247,40,49.71,6,1988.40,2004-05-05,Shipped,2,5,2004,Trains,Suominen Souveniers,Uusimaa,Espoo,Finland,EMEA,1988.40
10177,40,50.23,6,2009.20,2003-11-07,Shipped,4,11,2003,Ships,CAF Imports,Madrid,Madrid,Spain,EMEA,2009.20
10188,40,91.40,6,3656.00,2003-11-18,Shipped,4,11,2003,Motorcycles,Herkku Gifts,Bergen,Bergen,Norway,EMEA,3656.00
10411,40,100.00,6,6232.00,2005-05-01,Shipped,2,5,2005,Trucks and Buses,Quebec Home Shopping Network,Montreal,Quebec,Canada,NA,4000.00
10253,40,100.00,6,6773.60,2004-06-01,Cancelled,2,6,2004,Classic Cars,UK Collectables,Liverpool,Liverpool,UK,EMEA,4000.00
10238,41,73.17,6,2999.97,2004-04-09,Shipped,2,4,2004,Classic Cars,Danish Wholesale Imports,Kobenhavn,\N,Denmark,EMEA,2999.97
10357,41,87.13,6,3572.33,2004-12-10,Shipped,4,12,2004,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,NA,3572.33
10292,41,100.00,6,4983.14,2004-09-08,Shipped,3,9,2004,Trucks and Buses,Land of Toys Inc.,NYC,NY,USA,NA,4100.00
10358,41,100.00,6,6847.00,2004-12-10,Shipped,4,12,2004,Vintage Cars,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,4100.00
10227,42,29.21,6,1226.82,2004-03-02,Shipped,1,3,2004,Vintage Cars,Saveley & Henriot,Lyon,\N,France,EMEA,1226.82
10208,42,63.88,6,2682.96,2004-01-02,Shipped,1,1,2004,Ships,Saveley & Henriot,Lyon,\N,France,EMEA,2682.96
10129,42,91.15,6,3828.30,2003-06-12,Shipped,2,6,2003,Ships,Stylish Desk Decors,London,London,UK,EMEA,3828.30
10103,42,100.00,6,4460.82,2003-01-29,Shipped,1,1,2003,Classic Cars,Baane Mini Imports,Stavern,\N,Norway,EMEA,4200.00
10172,42,100.00,6,4965.24,2003-11-05,Shipped,4,11,2003,Classic Cars,Gift Depot Inc.,Bridgewater,CT,USA,NA,4200.00
10342,42,100.00,6,5013.54,2004-11-24,Shipped,4,11,2004,Classic Cars,Australian Collectors,Melbourne,Victoria,Australia,APAC,4200.00
10350,43,64.97,6,2793.71,2004-12-02,Shipped,4,12,2004,Ships,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,2793.71
10222,43,70.35,6,3025.05,2004-02-19,Shipped,1,2,2004,Vintage Cars,Collectable Mini Designs Co.,San Diego,CA,USA,NA,3025.05
10122,43,72.38,6,3112.34,2003-05-08,Shipped,2,5,2003,Classic Cars,Marseille Mini Autos,Marseille,Marseille,France,EMEA,3112.34
10353,43,81.95,6,3523.85,2004-12-04,Shipped,4,12,2004,Planes,Gift Ideas Corp.,Glendale,CT,USA,NA,3523.85
10163,43,100.00,6,4991.44,2003-10-20,Shipped,4,10,2003,Vintage Cars,Classic Legends Inc.,NYC,NY,USA,NA,4300.00
10173,43,100.00,6,5036.16,2003-11-05,Shipped,4,11,2003,Vintage Cars,Rovelli Gifts,Bergamo,\N,Italy,EMEA,4300.00
10267,43,100.00,6,5110.98,2004-07-07,Shipped,3,7,2004,Classic Cars,Muscle Machine Inc,NYC,NY,USA,NA,4300.00
10224,43,100.00,6,6087.94,2004-02-21,Shipped,1,2,2004,Motorcycles,Daedalus Designs Imports,Lille,Lille,France,EMEA,4300.00
10355,44,62.45,6,2747.80,2004-12-07,Shipped,4,12,2004,Classic Cars,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,2747.80
10321,44,100.00,6,4489.76,2004-11-04,Shipped,4,11,2004,Classic Cars,FunGiftIdeas.com,New Bedford,MA,USA,NA,4400.00
10181,44,100.00,6,5418.16,2003-11-12,Shipped,4,11,2003,Classic Cars,Herkku Gifts,Bergen,Bergen,Norway,EMEA,4400.00
10388,44,100.00,6,5951.44,2005-03-03,Shipped,1,3,2005,Motorcycles,FunGiftIdeas.com,New Bedford,MA,USA,NA,4400.00
10207,44,100.00,6,7060.24,2003-12-09,Shipped,4,12,2003,Classic Cars,Diecast Collectables,Boston,MA,USA,NA,4400.00
10272,45,64.63,6,2908.35,2004-07-20,Shipped,3,7,2004,Trains,Diecast Classics Inc.,Allentown,PA,USA,NA,2908.35
10114,45,68.67,6,3090.15,2003-04-01,Shipped,2,4,2003,Trucks and Buses,La Corne D'abondance,Paris,\N,France,EMEA,3090.15
10204,45,76.26,6,3431.70,2003-12-02,Shipped,4,12,2003,Classic Cars,Muscle Machine Inc,NYC,NY,USA,NA,3431.70
10319,45,77.29,6,3478.05,2004-11-03,Shipped,4,11,2004,Motorcycles,Microscale Inc.,NYC,NY,USA,NA,3478.05
10332,45,81.91,6,3685.95,2004-11-17,Shipped,4,11,2004,Vintage Cars,AV Stores,Manchester,Manchester,UK,EMEA,3685.95
10197,45,100.00,6,5324.40,2003-11-26,Shipped,4,11,2003,Classic Cars,Enaco Distributors,Barcelona,Barcelona,Spain,EMEA,4500.00
10394,46,38.90,6,1789.40,2005-03-15,Shipped,1,3,2005,Classic Cars,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,1789.40
10378,46,41.54,6,1910.84,2005-02-10,Shipped,1,2,2005,Classic Cars,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,1910.84
10390,46,52.84,6,2430.64,2005-03-04,Shipped,1,3,2005,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,NA,2430.64
10193,46,53.37,6,2455.02,2003-11-21,Shipped,4,11,2003,Vintage Cars,Australian Collectables,Melbourne,Glen Waverly,Australia,APAC,2455.02
10363,46,88.45,6,4068.70,2005-01-06,Shipped,1,1,2005,Classic Cars,Suominen Souveniers,Uusimaa,Espoo,Finland,EMEA,4068.70
10367,46,100.00,6,4808.38,2005-01-12,Resolved,1,1,2005,Classic Cars,Toys4GrownUps.com,Pasadena,CA,USA,NA,4600.00
10186,46,100.00,6,4918.78,2003-11-14,Shipped,4,11,2003,Vintage Cars,Double Decker Gift Stores,London,London,UK,EMEA,4600.00
10160,46,100.00,6,5294.14,2003-10-11,Shipped,4,10,2003,Classic Cars,Men 'R' US Retailers,Los Angeles,Los Angeles,USA,NA,4600.00
10334,46,100.00,6,5814.86,2004-11-19,On Hold,4,11,2004,Trucks and Buses,Volvo Model Replicas,Lule,Lule,Sweden,EMEA,4600.00
10314,46,100.00,6,6393.54,2004-10-22,Shipped,4,10,2004,Classic Cars,Heintze Collectables,Aaarhus,\N,Denmark,EMEA,4600.00
10331,46,100.00,6,6434.02,2004-11-17,Shipped,4,11,2004,Classic Cars,Motor Mint Distributors Inc.,Philadelphia,PA,USA,NA,4600.00
10226,46,100.00,6,7343.90,2004-02-26,Shipped,1,2,2004,Classic Cars,Collectable Mini Designs Co.,San Diego,CA,USA,NA,4600.00
10192,47,53.83,6,2530.01,2003-11-20,Shipped,4,11,2003,Classic Cars,Online Diecast Creations Co.,Nashua,NH,USA,NA,2530.01
10325,47,64.93,6,3051.71,2004-11-05,Shipped,4,11,2004,Classic Cars,Baane Mini Imports,Stavern,\N,Norway,EMEA,3051.71
10398,47,87.69,6,4121.43,2005-03-30,Shipped,1,3,2005,Planes,Reims Collectables,Reims,\N,France,EMEA,4121.43
10416,47,88.63,6,4165.61,2005-05-10,Shipped,2,5,2005,Planes,L'ordine Souveniers,Reggio Emilia,\N,Italy,EMEA,4165.61
10241,47,94.50,6,4441.50,2004-04-13,Shipped,2,4,2004,Classic Cars,Mini Caravy,Strasbourg,Strasbourg,France,EMEA,4441.50
10383,47,100.00,6,6869.05,2005-02-22,Shipped,1,2,2005,Classic Cars,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,4700.00
